Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Attachment,Attachment,Attachment,Attachment,Custom field (Atlassian Project),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Comments),Custom field (Customer segments),Custom field (Customer segments),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Design file),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Effort),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Insights),Custom field (Issue colour),Custom field (Linked items),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Roadmap),Custom field (Score),Custom field (Start date),Custom field (State),Custom field (Team),Custom field (Theme),Custom field (Vulnerability),Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
TC-07: Need Help (Yardım Formu) Modali ve Gönderim,TAS-47,10186,Task,In Review,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 7:31 PM,16/Sep/26 7:40 PM,16/Sep/26 7:36 PM,,,0,,,"* *Ön Koşul:* SideBar açık durumda olmalıdır.
* *Test Adımları:*
*# SideBar'daki *Need Help* bloğunda yer alan yardım formu bağlantısına tıklanır.
*# Açılan modalda kapatma ({{x}}) butonu, zorunlu e-posta alanı, zorunlu mesaj metni alanı ve *Send* butonu kontrol edilir.
*# Alanlar boş bırakılarak veya kurallara aykırı doldurularak Send butonuna tıklanır (Doğrulama testi).
*# Alanlar geçerli şekilde doldurularak *Send* butonuna tıklanır.
* *Beklenen Sonuç:*
** Kapatma butonuna basıldığında veriler kaydedilmeden modal kapanmalıdır.
** E-posta ve mesaj alanları zorunlu olmalı, eksik/hatalı durumlarda doğrulama uyarısı verilmelidir.
** Geçerli verilerle Send butonuna tıklandığında alan doğrulaması geçilmeli ve sunucuya istek gönderilmelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0007n:,,,,,,,,,10179,TAS-40,modül5 13--19,To Do,16/Sep/26 7:31 PM
TC-06: Tahta Silme İşlemi,TAS-46,10185,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 7:30 PM,16/Sep/26 7:36 PM,16/Sep/26 7:35 PM,16/Sep/26 7:36 PM,,0,,,"* *Ön Koşul:* SideBar'da silinecek bir tahta mevcut olmalıdır.
* *Test Adımları:*
*# Tahta satırında bulunan *silme simgesine* tıklanır.
* *Beklenen Sonuç:* Tahta, sol taraftaki tahta listesinden anında silinmelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006v:i,,,,,,,,,10179,TAS-40,modül5 13--19,Done,16/Sep/26 7:36 PM
TC-05: Edit Board Modali ve Tahta Düzenleme,TAS-45,10184,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 7:29 PM,16/Sep/26 7:35 PM,16/Sep/26 7:32 PM,16/Sep/26 7:35 PM,,0,,,"* *Ön Koşul:* Sistemde daha önceden oluşturulmuş bir tahta bulunmalıdır.
* *Test Adımları:*
*# SideBar içerisindeki tahta üzerinde bulunan *düzenleme simgesine* tıklanır.
*# Açılan *Edit board* modalında; kapatma ({{x}}) butonu, mevcut adı içeren tahta adı alanı, seçili simge/arka plan listeleri ve *Edit* butonu kontrol edilir.
*# Tahta adı değiştirilir veya boş bırakılır ve *Edit* butonuna tıklanır.
* *Beklenen Sonuç:*
** Kapatma butonuna tıklandığında değişiklikler kaydedilmeden modal kapanmalıdır.
** {{Title}} alanı boş bırakıldığında tahta kaydedilmemelidir.
** Geçerli veriler girilip Edit butonuna basıldığında yeni veriler kaydedilmelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006w:i,,,,,,,,,10179,TAS-40,modül5 13--19,Done,16/Sep/26 7:35 PM
TC-04: Geçerli Bilgilerle Yeni Tahta Oluşturma (Positive),TAS-44,10183,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 7:12 PM,16/Sep/26 7:26 PM,16/Sep/26 7:26 PM,16/Sep/26 7:26 PM,,0,,,"* *Ön Koşul:* ""Create a new board"" modali açık olmalıdır.
* *Test Adımları:*
*# Tahta adı (*title*) alanına geçerli bir isim yazılır.
*# İstenirse simge ve arka plan seçimi yapılır.
*# *Create* butonuna tıklanır.
* *Beklenen Sonuç:* Yeni tahta başarıyla oluşturulmalı, modal kapanmalı ve tahta listesine eklenmelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006w:,,,,,,,,,10179,TAS-40,modül5 13--19,Done,16/Sep/26 7:26 PM
3 TC-03: Boş Title ile Tahta Oluşturma (Negative),TAS-43,10182,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 7:11 PM,16/Sep/26 7:26 PM,16/Sep/26 7:23 PM,16/Sep/26 7:26 PM,,0,,,"* *Ön Koşul:* ""Create a new board"" modali açık olmalıdır.
* *Test Adımları:*
*# Tahta adı (*title*) alanı boş bırakılır.
*# Diğer opsiyonlar seçilerek *Create* butonuna tıklanır.
* *Beklenen Sonuç:* Title alanı boş olduğu için yeni tahta *oluşturulmamalıdır* ve sistem hata/uyarı vermelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006x:,,,,,,,,,10179,TAS-40,modül5 13--19,Done,16/Sep/26 7:26 PM
TC-2: Create a New Board Modali Arayüz Kontrolü,TAS-42,10181,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 7:10 PM,16/Sep/26 7:23 PM,16/Sep/26 7:25 PM,16/Sep/26 7:23 PM,,0,,,"* *Ön Koşul:* SideBar açık durumda olmalıdır.
* *Test Adımları:*
*# *""Create a new board""* butonuna tıklanır ve açılan pencere gözlemlenir.
* *Beklenen Sonuç:* Pencere içerisinde şu öğeler eksiksiz yer almalıdır:
** Değişiklikleri kaydetmeden kapatan *kapatma (x)* butonu.
** Zorunlu tahta adı giriş alanı (*Title*).
** Varsayılan olarak ilk simgenin seçili olduğu *simgeler listesi*.
** Varsayılan olarak ""arka plansız"" seçeneğinin seçili olduğu *arka plan seçenekleri listesi*.
** *""Create""* butonu.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006v:,,,,,,,,,10179,TAS-40,modül5 13--19,Done,16/Sep/26 7:23 PM
TC-01: SideBar Bileşenleri ve Görünürlük Kontrolü,TAS-41,10180,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 7:09 PM,16/Sep/26 7:15 PM,16/Sep/26 7:13 PM,16/Sep/26 7:15 PM,,0,,,"* *Ön Koşul:* Kullanıcı mobil/tablet görünümünde olmalı ve hamburger menüye tıklayarak SideBar açılmalıdır (masaüstünde SideBar zaten görünür olmalıdır).
* *Test Adımları:*
*# Açılan SideBar bileşenleri tek tek incelenir.
* *Beklenen Sonuç:*
** Uygulamanın logosu yer almalıdır.
** *""Create a new board""* butonu görünür olmalıdır.
** Varsa mevcut tahta listesi (tahta simgesi, adı, düzenleme/silme ikonları) listelenmelidir.
** *""Need Help""* bloku ve yardım formu bağlantısı bulunmalıdır.
** *""Log Out""* butonu yer almalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006z:,,,,,,,,,10179,TAS-40,modül5 13--19,Done,16/Sep/26 7:15 PM
modül5 13--19,TAS-40,10179,Epic,To Do,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 7:05 PM,16/Sep/26 7:05 PM,,,,0,,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark_blue,,,,0|i0006r:,,,,,,,,,,,,To Do,16/Sep/26 7:05 PM
Edit Profile - Şifre uzunluk doğrulaması çalışmıyor,TAS-39,10178,Bug,Bug,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 5:59 PM,16/Sep/26 6:02 PM,21/Sep/26 9:02 PM,,,0,,,"* *Özet (Summary):* Edit Profile modalı - Şifre alanı kural dışı uzunluktaki değerleri (örn. 8 karakter şartı varken 1 karakter) doğrulama hatası vermeden kabul ediyor.
* *Ön Koşullar:* ""Edit profile"" modali açık olmalıdır.
* *Test Adımları:*



* a. name ve email alanı geçerli doldurulur.
* b. Şifre alanına belirlenen kurallara ve karakter sınırına uymayan uzunlukta bir değer (örn. 1 karakter) girilir.
* *c. Send* butonuna tıklanır.



* *Beklenen Sonuç:* Şifre kurallarına uymayan durumlarda sistemin hata vermesi, işlemi engellemesi ve kullanıcıya uygun bir uyarı mesajı göstermesi gerekir.
* *Gerçekleşen Sonuç:* Kurallara aykırı olmasına rağmen şifre girdisi kabul edilmekte ve herhangi bir doğrulama hatası alınmamaktadır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,16/Sep/26 6:01 PM;c81d48e0-b6a6-4e44-9fa1-7b52a275c7eb;Ekran Resmi 2026-09-16 17.59.38.png;https://meleky2307.atlassian.net/rest/api/3/attachment/content/10033,16/Sep/26 6:01 PM;c81d48e0-b6a6-4e44-9fa1-7b52a275c7eb;Ekran Resmi 2026-09-16 17.59.45.png;https://meleky2307.atlassian.net/rest/api/3/attachment/content/10034,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006f:,,,,,,,,,10171,TAS-32,modül4 9-10-11-12,To Do,16/Sep/26 5:59 PM
Send Butonu İşlevsiz ve Doğrulama Yapmıyor,TAS-38,10177,Bug,Bug,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 5:52 PM,16/Sep/26 5:52 PM,16/Sep/26 6:03 PM,,,0,,,"* *Özet (Summary):* Edit Profile modalı - Send butonu işlevsiz ve herhangi bir doğrulama (validation) yapmıyor.
* *Ön Koşullar:* ""Edit profile"" modali açık olmalıdır.
* *Test Adımları:*
*# Modal içerisindeki alanlar boş bırakılır veya geçersiz formatta veriler girilir.
*# *Send* butonuna tıklanır.
* *Beklenen Sonuç:* Send butonuna tıklandığında kayıt/giriş ekranlarındaki gibi alan doğrulaması (validation) çalışmalı ve hatalı/eksik durumlarda kullanıcıya uygun mesajlar gösterilmelidir.
* *Gerçekleşen Sonuç:* Send butonuna tıklandığında hiçbir doğrulama gerçekleşmemekte ve buton tamamen işlevsiz kalmaktadır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006j:,,,,,,,,,10171,TAS-32,modül4 9-10-11-12,To Do,16/Sep/26 5:52 PM
Edit Profile Modülü Arayüz Ve Alan Kontrolü,TAS-37,10176,Bug,Bug,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 5:50 PM,16/Sep/26 6:03 PM,21/Sep/26 9:01 PM,,,0,,,"*Özet (Summary):* Edit Profile modalı - E-posta ve Şifre alanları kullanıcı kayıt bilgileriyle dolu gelmiyor.


* *Ön Koşullar:* Kullanıcı sisteme giriş yapmış olmalıdır.
* *Test Adımları:*
*# Header alanındaki kullanıcı avatarına tıklanır ve ""Edit profile"" modali açılır.
* *Beklenen Sonuç:* Şartname gereğince Email ve Şifre alanlarının kullanıcının kayıt bilgileriyle dolu (pre-filled) gelmesi gerekir.
* *Gerçekleşen Sonuç:* User Name alanı dolu gelirken, Email ve Şifre alanları boş görünmektedir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,16/Sep/26 6:03 PM;c81d48e0-b6a6-4e44-9fa1-7b52a275c7eb;Ekran Resmi 2026-09-16 18.02.52.png;https://meleky2307.atlassian.net/rest/api/3/attachment/content/10035,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0006b:,,,,,,,,,10171,TAS-32,modül4 9-10-11-12,To Do,16/Sep/26 5:50 PM
TC-04: Doğrulama Hatası (Validation) Kontrolü,TAS-36,10175,Task,In Review,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 5:20 PM,16/Sep/26 5:57 PM,16/Sep/26 5:54 PM,,,0,,,"* *Ön Koşul:* ""Edit profile"" modali açık durumda olmalıdır.
* *Test Adımları:*
*# Form alanlarına geçersiz veya hatalı formatta veriler girilir (örneğin geçersiz e-posta formatı veya boş bırakılması gereken zorunlu bir alan).
*# *Send* butonuna tıklanır.
* *Beklenen Sonuç:* İşlem engellenmeli ve kullanıcıya ekranın üst kısmında açılır pencere (toast/alert) şeklinde veya ilgili alanın altında uygun bir hata mesajı gösterilmelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0005u:,,,,,,,,,10171,TAS-32,modül4 9-10-11-12,To Do,16/Sep/26 5:53 PM
TC-03: Geçerli Verilerle Profil Güncelleme (Send Butonu),TAS-35,10174,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 5:19 PM,16/Sep/26 5:54 PM,16/Sep/26 5:53 PM,16/Sep/26 5:54 PM,,0,,,"* *Ön Koşul:* ""Edit profile"" modali açık durumda olmalıdır.
* *Test Adımları:*
*# Alanlara kurallara uygun geçerli yeni veriler girilir.
*# *Send* butonuna tıklanır.
* *Beklenen Sonuç:* Bilgilerin başarıyla kaydedildiği doğrulanmalı ve güncellemeler sisteme yansıtılmalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00063:,,,,,,,,,10171,TAS-32,modül4 9-10-11-12,Done,16/Sep/26 5:54 PM
TC-02: Değişiklikleri Kaydetmeden Kapatma (Kapatma Butonu),TAS-34,10173,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 5:19 PM,16/Sep/26 5:53 PM,,16/Sep/26 5:53 PM,,0,,,"* *Ön Koşul:* ""Edit profile"" modali açık durumda olmalıdır.
* *Test Adımları:*
*# Form alanlarında (örneğin kullanıcı adı veya e-posta alanında) değişiklikler yapılır.
*# Formun sağ üst köşesinde veya üzerindeki kapatma ({{X}}) butonuna tıklanır.
*# Modalin kapandıktan sonra profil bilgileri tekrar kontrol edilir.
* *Beklenen Sonuç:* Kapatma butonuna tıklandığında modül kapanmalı ve yapılan değişiklikler kaydedilmeden eski halinde kalmalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0005v:,,,,,,,,,10171,TAS-32,modül4 9-10-11-12,Done,16/Sep/26 5:53 PM
TC-01: Edit Profile Modülü Arayüz ve Alan Kontrolü,TAS-33,10172,Task,In Review,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 5:18 PM,16/Sep/26 5:53 PM,16/Sep/26 5:41 PM,,,0,,,"* *Ön Koşul:* Kullanıcı sisteme başarılı bir şekilde giriş yapmış ve ana sayfada bulunmalıdır.
* *Test Adımları:*
*# Header alanındaki kullanıcı avatarına tıklanarak ""Edit profile"" modali açılır.
*# Modal içerisindeki bileşenler ve form alanları kontrol edilir.
* *Beklenen Sonuç:*
** Fotoğraf eklemek/düzenlemek için *""+""* butonu görünür olmalıdır.
** *User Name* ve *Email* alanları, kullanıcının kayıt formundaki bilgileriyle dolu olarak gelmelidir.
** *Şifre* alanı mevcut olmalıdır.
** *Send* butonu modalın altında yer almalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0005t:,,,,,,,,,10171,TAS-32,modül4 9-10-11-12,To Do,16/Sep/26 5:18 PM
modül4 9-10-11-12,TAS-32,10171,Epic,To Do,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 5:16 PM,16/Sep/26 5:16 PM,,,,0,,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple,,,,0|i0005f:,,,,,,,,,,,,To Do,16/Sep/26 5:16 PM
TC-04: Uygulama Adı ve Logosu Doğrulaması,TAS-31,10170,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 4:08 PM,16/Sep/26 6:04 PM,16/Sep/26 6:04 PM,16/Sep/26 6:04 PM,,0,,,"* *Ön Koşul:* Uygulama masaüstü (desktop) ekran çözünürlüğünde açılmış ve kullanıcı sisteme giriş yapmış olmalıdır.
* *Test Adımları:*
*# Tarayıcı veya ekran çözünürlüğü masaüstü moduna getirilir.
*# Header alanının sol üst kısmı incelenir.
*# Uygulamanın logosunun ve adı metninin (Task Pro vb.) varlığı ve görsel bütünlüğü kontrol edilir.
* *Beklenen Sonuç:* Desktop düzeninde uygulamanın adı ve logosu Header alanında net bir şekilde görünmeli, bozuk veya eksik olmamalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0004v:,,,,,,,,,10166,TAS-27,modül3 ,Done,16/Sep/26 6:04 PM
TC-03: Hamburger Menü ve SideBar (Yan Panel) Kontrolü,TAS-30,10169,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 4:08 PM,16/Sep/26 5:15 PM,,16/Sep/26 5:15 PM,,0,,,"* *Ön Koşul:* Uygulama mobil veya tablet ekran çözünürlüğünde (veya tarayıcı görünümünde) açılmış olmalıdır.
* *Test Adımları:*
*# Ekran çözünürlüğü desktop dışındaki bir boyuta (mobil/tablet) getirilir.
*# Header alanındaki hamburger menü simgesi bulunur ve tıklanır.
* *Beklenen Sonuç:* Hamburger menü simgesine tıklandığında *SideBar (Yan Panel)* açılmalı, desktop düzeninde ise uygulamanın adı, logosu ve ana bileşenleri düzenli şekilde görünmelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0004z:,,,,,,,,,10166,TAS-27,modül3 ,Done,16/Sep/26 5:15 PM
TC-02: Kullanıcı Avatarı ve 'Edit profile' Modali,TAS-29,10168,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 4:07 PM,16/Sep/26 5:07 PM,16/Sep/26 5:02 PM,16/Sep/26 5:07 PM,,0,,,"* *Ön Koşul:* Kullanıcı giriş yapmış durumda ve Header alanındaki kişisel bilgi bloğu görünür olmalıdır.
* *Test Adımları:*
*# Header alanındaki kullanıcı adı ve resmi/avatarı kontrol edilir.
*# Kullanıcının resmi/avatarının üzerine tıklanır.
* *Beklenen Sonuç:* Avatarın üzerine tıklandığında *""Edit profile"" (Profili Düzenle)* modal penceresi ekranda açılmalıdır.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0004r:,,,,,,,,,10166,TAS-27,modül3 ,Done,16/Sep/26 5:07 PM
TC-01: Tema Anahtarı (Theme Switcher) Doğrulaması,TAS-28,10167,Task,Done,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,Done,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 4:05 PM,16/Sep/26 5:02 PM,16/Sep/26 4:06 PM,16/Sep/26 5:02 PM,,0,,,"* *Ön Koşul:* Kullanıcı sisteme başarılı bir şekilde giriş yapmış ve ana sayfada (Dashboard) bulunmalıdır.
* *Test Adımları:*
*# Header (Üst Menü) alanında bulunan tema anahtarı (Light, Violet, Dark) seçenekleri incelenir.
*# Varsayılan seçili temanın durumu gözlemlenir.
*# Sırasıyla farklı temalara (Örn: Dark ve Violet) tıklanarak arayüz renklerinin değişimi kontrol edilir.
*# Hesaptan çıkış (Log out) yapılıp tekrar aynı hesapla giriş yapılır.
* *Beklenen Sonuç:*
** Varsayılan olarak bir tema seçili gelmelidir.
** Tema değiştirildiğinde uygulamanın genel renk paleti anında seçilen temaya (Light/Violet/Dark) uyarlanmalıdır.
** Kullanıcı çıkış yapıp tekrar giriş yaptığında, en son seçtiği tema aktif olarak kullanılmaya devam etmelidir.",,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0004j:,,,,,,,,,10166,TAS-27,modül3 ,Done,16/Sep/26 5:02 PM
modül3 ,TAS-27,10166,Epic,To Do,TAS,taskpromelek,software,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,Medium,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,16/Sep/26 4:04 PM,16/Sep/26 4:04 PM,,,,0,,,,,melek yılmaz,712020:15f1eb2f-7aa5-4e11-bca8-c8ad9e0acfd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purple,,,,0|i0004b:,,,,,,,,,,,,To Do,16/Sep/26 4:04 PM
